Ticker,Year,Sector,Class,Class_Label,Annual_Price_Change_Pct,Performance_Label,Revenue,Revenue Growth,Revenue_Growth_Label,Gross Profit,Operating Income,Net Income,EPS,EPS Diluted,Gross Margin,EBIT Margin,EBITDA Margin,Net Profit Margin,Profit_Margin_Tier,Free Cash Flow margin,Operating Cash Flow,Free Cash Flow,Capital Expenditure,Total assets,Total liabilities,Total shareholders equity,Cash and short-term investments,Total debt,Net Debt,Market Cap,Enterprise Value,PE ratio,Price to Sales Ratio,priceToBookRatio,Enterprise Value over EBITDA,returnOnAssets,returnOnEquity,returnOnCapitalEmployed,ROIC,Debt to Equity,Debt to Assets,Leverage_Bucket,currentRatio,quickRatio,interestCoverage,Revenue per Share,Net Income per Share,Book Value per Share,Dividend per Share,dividendYield,Gross Profit Growth,Net Income Growth,EPS Growth,Operating Cash Flow growth,Free Cash Flow growth
CL,2014,Consumer Defensive,0,Negative/Flat Return,-1.3486026129171749,Neutral (-5% to 5%),17277000000.0,-0.0082,Declining,10109000000.0,3557000000.0,2180000000.0,2.38,2.36,0.5851,0.1967,0.222,0.1262,Medium (10-20%),0.1471,3298000000.0,2541000000.0,-757000000.0,13459000000.0,12074000000.0,1145000000.0,1089000000.0,6148000000.0,5059000000.0,63059649622.42,68118649622.42,29.0714,3.6499,0.0,17.7392,0.4363,1.9039,0.2559,0.2559,5.3694,0.4568,High (>2x),1.232,0.6692853522554499,141.5833,18.9566,2.3919,1.256,1.42,0.025433798061188,-0.009,-0.0272,-0.0124,0.0293,0.0028
CL,2015,Consumer Defensive,1,Positive Return,3.4044048161436127,Neutral (-5% to 5%),16034000000.0,-0.0719,Declining,9399000000.0,2789000000.0,1384000000.0,1.53,1.52,0.5862,0.1637,0.192,0.0863,Low (0-10%),0.1408,2949000000.0,2258000000.0,-691000000.0,11935000000.0,11979000000.0,-299000000.0,970000000.0,6548000000.0,5578000000.0,59752947437.34,65330947437.34,43.5425,3.7266,0.0,21.2527,0.2979,-4.6288,0.2331,0.2331,-21.8997,0.5486,Conservative (<0.5x),1.241,0.67826825127334,100.9615,17.8767,1.5431,-0.3329999999999999,1.5,0.027107845544446,-0.0702,-0.3651,-0.3571,-0.1058,-0.1114
CL,2016,Consumer Defensive,1,Positive Return,17.704098844788447,Outperformer (5-20%),15195000000.0,-0.0523,Declining,9123000000.0,3955000000.0,2441000000.0,2.74,2.72,0.6004,0.243,0.272,0.1606,Medium (10-20%),0.1716,3141000000.0,2608000000.0,-533000000.0,12123000000.0,12106000000.0,-243000000.0,1315000000.0,6533000000.0,5218000000.0,58254744266.16,63472744266.16,23.9197,3.8338,0.0,15.3501,0.5009,-10.0453,0.3407,0.3407,-26.8848,0.5389,Conservative (<0.5x),1.3130000000000002,0.82481089258699,37.2929,17.0953,2.7463,-0.273,1.55,0.027466174446913,-0.0294,0.7637,0.7908,0.0651,0.155
CL,2017,Consumer Defensive,0,Negative/Flat Return,-18.85806011660366,Underperformer (-5% to -20%),15454000000.0,0.017,Flat (0-5%),9280000000.0,3707000000.0,2024000000.0,2.3,2.28,0.6005,0.2225,0.253,0.131,Medium (10-20%),0.1618,3054000000.0,2501000000.0,-553000000.0,12676000000.0,12433000000.0,-60000000.0,1535000000.0,6577000000.0,5042000000.0,65980826456.22,71022826456.22,32.6696,4.2695,0.0,18.1458,0.3817,-33.7333,0.3114,0.3114,-109.6167,0.5189,Conservative (<0.5x),1.361,0.88468309859155,33.7157,17.5993,2.305,-0.068,1.59,0.024047978319404,0.0172,-0.1708,-0.1606,-0.0277,-0.0409999999999999
CL,2018,Consumer Defensive,1,Positive Return,19.1365022627099,Outperformer (5-20%),15544000000.0,0.0058,Flat (0-5%),9231000000.0,3694000000.0,2400000000.0,2.76,2.75,0.5939,0.2219,0.255,0.1544,Medium (10-20%),0.1686,3056000000.0,2620000000.0,-436000000.0,12161000000.0,11964000000.0,-102000000.0,726000000.0,6366000000.0,5640000000.0,51622881578.88,57262881578.88,21.5652,3.3211,0.0,14.4603,0.5539,-23.5294,0.2957,0.2957,-62.4118,0.5235,Conservative (<0.5x),1.135,0.6363364262196899,24.1189,17.9219,2.7671,-0.118,1.66,0.031222166078549,-0.0053,0.1858,0.2,0.0007,0.0476
CMCSA,2014,Consumer Cyclical,1,Positive Return,0.0593474896224289,Neutral (-5% to 5%),68775000000.0,0.0637,Moderate (5-15%),68775000000.0,14904000000.0,8380000000.0,1.62,1.6,1.0,0.2162,0.3329999999999999,0.1218,Medium (10-20%),0.1216,16945000000.0,8360000000.0,-8585000000.0,159186000000.0,106118000000.0,52711000000.0,4512000000.0,48081000000.0,43569000000.0,149451009911.61,193020009911.61,17.9043,2.173,0.0,8.4329,0.3095,0.159,0.066,0.066,0.9122,0.302,Moderate (0.5-1x),0.777,0.62222860425043,5.6821,13.3476,1.6264,10.23,0.3379999999999999,0.0163698977256089,0.0637,0.2295,0.2462,0.1967,0.7975
CMCSA,2015,Consumer Cyclical,1,Positive Return,26.19976506019021,Strong Outperformer (>20%),74510000000.0,0.0834,Moderate (5-15%),74510000000.0,15998000000.0,8163000000.0,1.64,1.62,1.0,0.2124,0.3289999999999999,0.1096,Medium (10-20%),0.1267,19485000000.0,9438000000.0,-10047000000.0,166574000000.0,112596000000.0,52269000000.0,2316000000.0,52621000000.0,50305000000.0,138661461982.89,188966461982.89,17.2043,1.861,0.0,7.7117,0.2937,0.1562,0.0676,0.0676,1.0067,0.3159,Elevated (1-2x),0.677,0.5067664209484001,5.8564,15.1614,1.661,10.636,0.487,0.018759028859496,0.0834,-0.0259,0.0123,0.1499,0.1289
CMCSA,2016,Consumer Cyclical,1,Positive Return,17.456747439294027,Outperformer (5-20%),80736000000.0,0.0836,Moderate (5-15%),80736000000.0,16831000000.0,8678000000.0,1.8,1.78,1.0,0.2095,0.326,0.1075,Medium (10-20%),0.106,19691000000.0,8554000000.0,-11137000000.0,180500000000.0,124326000000.0,53943000000.0,5073000000.0,61046000000.0,55973000000.0,165225076805.7,221198076805.7,19.1806,2.0465,0.0,8.3965,0.2792,0.1609,0.0669,0.0669,1.1317,0.3382,Elevated (1-2x),0.76,0.60496865567681,5.7505,16.8704,1.8133,11.272,0.675,0.016450000865919,0.0836,0.0631,0.0976,0.0106,-0.0937
CMCSA,2017,Consumer Cyclical,0,Negative/Flat Return,-15.214504010811217,Underperformer (-5% to -20%),85029000000.0,0.0532,Moderate (5-15%),85029000000.0,18018000000.0,22735000000.0,4.83,4.75,1.0,0.2147,0.3289999999999999,0.2674,High (≥20%),0.1131,21261000000.0,9617000000.0,-11644000000.0,187462000000.0,118003000000.0,68616000000.0,3428000000.0,64556000000.0,61128000000.0,191951809058.1,253079809058.1,8.5031,2.2575,0.0,9.058,0.6927,0.3313,0.0677,0.0677,0.9408,0.3444,Moderate (0.5-1x),0.743,0.55754103578411,5.9145,18.1928,4.8644,14.681,0.473,0.0154400776909989,0.0532,1.6198,1.6833,0.0797,0.1243
CMCSA,2018,Consumer Cyclical,1,Positive Return,32.79457340696426,Strong Outperformer (>20%),94507000000.0,0.1115,Moderate (5-15%),94507000000.0,19009000000.0,11731000000.0,2.56,2.53,1.0,0.1974,0.31,0.1241,Medium (10-20%),0.1268,24297000000.0,11985000000.0,-12312000000.0,251684000000.0,179182000000.0,71613000000.0,3814000000.0,111743000000.0,107929000000.0,154910637384.45,262839637384.45,13.3008,1.6391,0.0,8.9618,0.3033,0.1638,0.0531,0.0531,1.5604,0.444,Elevated (1-2x),0.792,0.54044850197442,5.2662,20.773000000000003,2.5785,15.741,0.917,0.021751607189164,0.1115,-0.484,-0.47,0.1428,0.2462
COP,2014,Energy,0,Negative/Flat Return,-28.862431736268768,Heavy Decline (<-20%),55517000000.0,-0.0469,Declining,22421000000.0,10456000000.0,6869000000.0,5.54,5.51,0.4039,0.1999,0.35,0.1237,Medium (10-20%),-0.0093,16569000000.0,-516000000.0,-17085000000.0,116539000000.0,64266000000.0,51911000000.0,5062000000.0,22565000000.0,17503000000.0,85006842940.32,102509842940.32,12.4657,1.5312,1.6496,5.2761,0.087,0.1323,0.0655,0.0655,0.4347,0.1936,Conservative (<0.5x),1.306,1.0287769784173,17.1296,44.8686,5.5515,41.95399999999999,2.84,0.046685933714439,-0.1202,-0.2498,-0.2544,0.0265,-1.8543
COP,2015,Energy,1,Positive Return,9.685676727779803,Outperformer (5-20%),30935000000.0,-0.4428,Declining,10592000000.0,-5911000000.0,-4428000000.0,-3.58,-3.58,0.3424,-0.2061,0.088,-0.1431,Negative,-0.0801,7572000000.0,-2478000000.0,-10050000000.0,97484000000.0,57402000000.0,39762000000.0,2368000000.0,24880000000.0,22512000000.0,57645434559.79,80157434559.79,0.0,1.8634,1.4604,29.2866,-0.0671,-0.1114,-0.0425,-0.0425,0.6257,0.2552,Moderate (0.5-1x),0.95,0.74351771823682,-6.9304,24.909,-3.5654,32.017,2.94,0.068101346767717,-0.5276,-1.6446,-1.6462,-0.5429999999999999,-3.8023
COP,2016,Energy,1,Positive Return,10.906861703108994,Outperformer (5-20%),24360000000.0,-0.2125,Declining,7984000000.0,-3879000000.0,-3615000000.0,-2.91,-2.91,0.3278,-0.1782,0.1939999999999999,-0.1484,Negative,-0.0191,4403000000.0,-466000000.0,-4869000000.0,89772000000.0,54546000000.0,34974000000.0,3660000000.0,27275000000.0,23615000000.0,62707177169.49,86322177169.49,0.0,2.5742,1.8036,18.2847,-0.0602,-0.1034,-0.0303,-0.0303,0.7799,0.3038,Moderate (0.5-1x),1.246,1.0238818931828002,-3.4867,19.5594,-2.9026,28.082,1.0,0.0208901607949519,-0.2462,0.1836,0.1872,-0.4185,0.8119
COP,2017,Energy,1,Positive Return,14.730101073774296,Outperformer (5-20%),32584000000.0,0.3376,High Growth (>15%),14138000000.0,-1120000000.0,-855000000.0,-0.7,-0.7,0.4339,-0.0485,0.162,-0.0262,Negative,0.0763,7077000000.0,2486000000.0,-4591000000.0,73362000000.0,42561000000.0,30607000000.0,10097000000.0,19703000000.0,9606000000.0,66135935383.68,75741935383.68,0.0,2.0297,2.1543,14.3832,-0.0162,-0.0279,-0.0124,-0.0124,0.6437,0.2686,Moderate (0.5-1x),1.757,1.534213046717,-1.4381,26.6855,-0.7002,25.066,1.06,0.019853965854871,0.7708,0.7635,0.7595,0.6073,6.3348
COP,2018,Energy,1,Positive Return,4.896407928260095,Neutral (-5% to 5%),38727000000.0,0.1885,High Growth (>15%),18172000000.0,11044000000.0,6257000000.0,5.36,5.32,0.4692,0.2753,0.429,0.1616,Medium (10-20%),0.1597,12934000000.0,6184000000.0,-6750000000.0,69980000000.0,37916000000.0,31939000000.0,7625000000.0,14968000000.0,7343000000.0,71779931716.8,79122931716.8,11.6325,1.8535,2.2469,4.7619,0.1213,0.1959,0.1256,0.1256,0.4686,0.2139,Conservative (<0.5x),1.795,1.5810682893847,14.5034,33.1993,5.3639,27.38,1.16,0.018919078470184,0.2853,8.3181,8.6571,0.8276,1.4875
COST,2014,Consumer Defensive,1,Positive Return,19.06252433079839,Outperformer (5-20%),112640000000.0,0.0712,Moderate (5-15%),14182000000.0,3220000000.0,2058000000.0,4.69,4.65,0.1259,0.0291,0.038,0.0183,Low (0-10%),0.0177,3984000000.0,1991000000.0,-1993000000.0,33024000000.0,20509000000.0,12303000000.0,7315000000.0,5093000000.0,-2222000000.0,53279224805.76,51057224805.76,25.919,0.473,4.3273,11.849,0.1143,0.1673,0.1816,0.1816,0.414,0.1542,Conservative (<0.5x),1.22,0.58721898417985,29.0265,256.7627,4.6912,28.045,1.33,0.012400141182815,0.0737,0.0093,0.0021,0.1592,0.4705
COST,2015,Consumer Defensive,1,Positive Return,1.5097241118151274,Neutral (-5% to 5%),116199000000.0,0.0316,Flat (0-5%),15134000000.0,3624000000.0,2377000000.0,5.41,5.37,0.1302,0.0318,0.042,0.0205,Low (0-10%),0.0163,4285000000.0,1892000000.0,-2393000000.0,33017000000.0,22174000000.0,10617000000.0,6419000000.0,6135000000.0,-284000000.0,61550246222.8,61266246222.8,25.8872,0.5297,5.7896,12.7029,0.152,0.2239,0.2038,0.2038,0.5778,0.1858,Moderate (0.5-1x),1.015,0.46211983795876,29.8065,264.4162,5.409,24.159,6.51,0.050488306152702,0.0671,0.155,0.1535,0.0756,-0.0497
COST,2016,Consumer Defensive,1,Positive Return,22.66316838650961,Strong Outperformer (>20%),118719000000.0,0.0217,Flat (0-5%),15818000000.0,3672000000.0,2350000000.0,5.36,5.33,0.1332,0.0314,0.042,0.0198,Low (0-10%),0.0054,3292000000.0,643000000.0,-2649000000.0,33163000000.0,20831000000.0,12079000000.0,4729000000.0,5161000000.0,432000000.0,71833991020.74,72265991020.74,30.5933,0.6051,5.9447,14.5083,0.1408,0.1946,0.1674,0.1674,0.4273,0.1556,Conservative (<0.5x),0.977,0.38401284109149,28.015,270.6864,5.3581,27.541,1.7,0.011127874594371,0.0452,-0.0114,-0.0092,-0.2317,-0.6601
COST,2017,Consumer Defensive,1,Positive Return,9.307226016875354,Outperformer (5-20%),129025000000.0,0.0868,Moderate (5-15%),17143000000.0,4111000000.0,2679000000.0,6.11,6.08,0.1329,0.0321,0.043,0.0208,Low (0-10%),0.0327,6726000000.0,4224000000.0,-2502000000.0,36347000000.0,25268000000.0,10778000000.0,5779000000.0,6573000000.0,794000000.0,69797744127.6,70591744127.6,26.0458,0.541,6.4673,12.8162,0.149,0.2486,0.2012,0.2012,0.6099,0.1808,Moderate (0.5-1x),0.99,0.41217490711632,30.8806,294.284,6.1103,24.583,8.9,0.057014601277117,0.0838,0.14,0.1399,1.0431,5.5692
COST,2018,Consumer Defensive,1,Positive Return,44.95356894981416,Strong Outperformer (>20%),141576000000.0,0.0973,Moderate (5-15%),18424000000.0,4480000000.0,3134000000.0,7.15,7.09,0.1301,0.0322,0.042,0.0221,Low (0-10%),0.0198,5774000000.0,2805000000.0,-2969000000.0,40830000000.0,27727000000.0,12799000000.0,7259000000.0,6577000000.0,-682000000.0,102916929545.92,102234929545.92,32.8224,0.7269,8.0383,17.0591,0.1564,0.2449,0.2085,0.2085,0.5139,0.1611,Moderate (0.5-1x),1.018,0.4480578139114699,28.6541,322.8533,7.1468,29.187,2.14,0.0067473372061667,0.0747,0.1698,0.1702,-0.1415,-0.3359
CSCO,2014,Technology,1,Positive Return,0.6924011157427385,Neutral (-5% to 5%),47142000000.0,-0.0301,Declining,27769000000.0,9345000000.0,7853000000.0,1.5,1.49,0.5891,0.218,0.27,0.1666,Medium (10-20%),0.2395,12332000000.0,11289000000.0,-1043000000.0,105070000000.0,48409000000.0,56654000000.0,52074000000.0,20845000000.0,-31229000000.0,132780116246.4,101551116246.4,17.28,2.8166,4.5577,7.9848,0.1553,0.1386,0.1734,0.1734,0.3679,0.1984,Conservative (<0.5x),3.388,3.2965823615528,18.2252,9.0069,1.5004,10.824000000000002,0.72,0.032216854552482,-0.0568,-0.2134,-0.1979,-0.0436,-0.0493
CSCO,2015,Technology,1,Positive Return,17.487773000792178,Outperformer (5-20%),49161000000.0,0.0428,Flat (0-5%),29681000000.0,10770000000.0,8981000000.0,1.76,1.75,0.6038,0.2394,0.289,0.1827,Medium (10-20%),0.2308,12552000000.0,11347000000.0,-1205000000.0,113373000000.0,53666000000.0,59698000000.0,60416000000.0,25354000000.0,-35062000000.0,143472921073.3,108410921073.3,16.0284,2.9184,4.3672,7.6297,0.1685,0.1504,0.2013,0.2013,0.4247,0.2236,Conservative (<0.5x),3.134,3.1654279856484,20.7898,9.6319,1.7596,11.696,0.8,0.032037577911689,0.0689,0.1436,0.1733,0.0178,0.0051
CSCO,2016,Technology,1,Positive Return,29.89281692217877,Strong Outperformer (>20%),49247000000.0,0.0017,Flat (0-5%),30960000000.0,12660000000.0,10739000000.0,2.13,2.11,0.6287,0.2761,0.32,0.2181,High (≥20%),0.2531,13570000000.0,12465000000.0,-1105000000.0,121652000000.0,58067000000.0,63586000000.0,65756000000.0,28643000000.0,-37113000000.0,154563049083.94,117450049083.94,14.4272,3.1385,4.4873,7.459,0.1874,0.1689,0.2251,0.2251,0.4505,0.2355,Conservative (<0.5x),3.16,3.2127574164024,20.1124,9.7461,2.1253,12.584,0.94,0.033381472649626,0.0431,0.1957,0.2102,0.0811,0.0985
CSCO,2017,Technology,1,Positive Return,14.891694585509818,Outperformer (5-20%),48005000000.0,-0.0252,Declining,30224000000.0,11973000000.0,9609000000.0,1.92,1.9,0.6296,0.2739,0.322,0.2002,High (≥20%),0.2691,13876000000.0,12919000000.0,-957000000.0,129818000000.0,63681000000.0,66137000000.0,70492000000.0,33717000000.0,-36775000000.0,157251710848.55,120476710848.55,16.3802,3.2757,4.6433,7.8059,0.1617,0.1453,0.1883,0.1883,0.5098,0.2597,Moderate (0.5-1x),3.035,3.0900192147337,15.2706,9.5818,1.918,13.201,1.1,0.036864012010965,-0.0238,-0.1052,-0.0986,0.0225,0.0364
CSCO,2018,Technology,1,Positive Return,14.819570082879045,Outperformer (5-20%),49330000000.0,0.0276,Flat (0-5%),30606000000.0,12309000000.0,110000000.0,0.02,0.02,0.6204,0.2834,0.3279999999999999,0.0022,Low (0-10%),0.2613,13666000000.0,12891000000.0,-775000000.0,108784000000.0,65580000000.0,43204000000.0,46548000000.0,25569000000.0,-20979000000.0,198320554771.98,177341554771.98,2108.5,4.0203,22.0231,10.9646,0.0029,0.0025,0.1902,0.1902,0.5918,0.235,Moderate (0.5-1x),2.287,2.2908452006658,14.8271,10.1985,0.0227,8.932,1.24,0.029872180433688,0.0126,-0.9886,-0.9896,-0.0151,-0.0022
CVX,2014,Energy,0,Negative/Flat Return,-16.46848608148743,Underperformer (-5% to -20%),211970000000.0,-0.0738,Declining,54474000000.0,31202000000.0,19241000000.0,10.21,10.14,0.257,0.1469,0.226,0.0908,Low (0-10%),-0.0185,31475000000.0,-3932000000.0,-35407000000.0,266026000000.0,109835000000.0,155028000000.0,13215000000.0,27818000000.0,14603000000.0,212067807509.3,226670807509.3,10.9873,1.0005,1.4097,4.7296,0.0994,0.1241,0.0872,0.0872,0.1794,0.1046,Conservative (<0.5x),1.3230000000000002,1.0263734886926,0.0,112.1283,10.1781,82.007,4.21,0.04496006883145,-0.0352,-0.1019,-0.0868,-0.1008,-0.3181
CVX,2015,Energy,1,Positive Return,38.36874990803093,Strong Outperformer (>20%),138477000000.0,-0.3467,Declining,33662000000.0,4842000000.0,4587000000.0,2.46,2.45,0.2431,0.0341,0.186,0.0331,Low (0-10%),-0.0726,19456000000.0,-10048000000.0,-29504000000.0,264540000000.0,110654000000.0,152716000000.0,11332000000.0,38549000000.0,27217000000.0,169308021891.84,196525021891.84,36.5691,1.2226,1.143,7.6303,0.0232,0.03,0.0131,0.0131,0.2524,0.1457,Conservative (<0.5x),1.352,1.0446460124867,0.0,73.5783,2.4373,81.14399999999999,4.28,0.054306767911852,-0.3821,-0.7616,-0.7591,-0.3819,-1.5554
CVX,2016,Energy,1,Positive Return,10.448856966330217,Outperformer (5-20%),114472000000.0,-0.1734,Declining,23581000000.0,-1959000000.0,-497000000.0,-0.27,-0.27,0.206,-0.0177,0.152,-0.0043,Negative,-0.017,12690000000.0,-1943000000.0,-14633000000.0,260078000000.0,113356000000.0,145556000000.0,7001000000.0,46126000000.0,39125000000.0,222473614362.0,261598614362.0,0.0,1.9435,1.5781,15.0068,-0.0028,-0.0034,-0.0053,-0.0053,0.3169,0.1774,Conservative (<0.5x),0.932,0.74179644486393,-10.0746,60.6388,-0.2633,77.105,4.29,0.0397651260382359,-0.2995,-1.1083,-1.1098,-0.3478,0.8066
CVX,2017,Energy,0,Negative/Flat Return,-11.4381582992785,Underperformer (-5% to -20%),141722000000.0,0.238,High Growth (>15%),34499000000.0,9528000000.0,9195000000.0,4.88,4.85,0.2434,0.0667,0.203,0.0649,Low (0-10%),0.0849,20338000000.0,12030000000.0,-8308000000.0,253806000000.0,104487000000.0,148124000000.0,4822000000.0,38763000000.0,33941000000.0,242322125734.24,276263125734.24,26.1434,1.7098,1.6876,9.5915,0.0515,0.0621,0.0264,0.0264,0.2617,0.1527,Conservative (<0.5x),1.03,0.83008256119984,30.7948,74.6151,4.8411,77.986,4.32,0.035550087305032,0.4629999999999999,19.501,19.0741,0.6027,7.1915
CVX,2018,Energy,1,Positive Return,13.294984217372768,Outperformer (5-20%),166339000000.0,0.1737,High Growth (>15%),46350000000.0,21323000000.0,14824000000.0,7.81,7.74,0.2786,0.128,0.245,0.0891,Low (0-10%),0.1155,30618000000.0,19218000000.0,-11400000000.0,253863000000.0,98221000000.0,154554000000.0,10345000000.0,34459000000.0,24114000000.0,207873143603.51,231987143603.51,13.9296,1.2497,1.3855,5.6991,0.0842,0.0959,0.0603,0.0603,0.223,0.1357,Conservative (<0.5x),1.252,1.0061094549336,28.4586,87.0532,7.7581,80.88600000000001,4.48,0.041717537501606,0.3435,0.6122,0.6004,0.5055,0.5975
D,2014,Utilities,0,Negative/Flat Return,-9.46022957969008,Underperformer (-5% to -20%),12436000000.0,-0.0521,Declining,4013000000.0,2721000000.0,1310000000.0,2.25,2.24,0.3227,0.2376,0.363,0.1053,Medium (10-20%),-0.1698,3439000000.0,-2112000000.0,-5551000000.0,54327000000.0,42370000000.0,11555000000.0,854000000.0,25955000000.0,25101000000.0,44902728600.5,70003728600.5,34.1778,3.6107,5.6545,15.5047,0.0378,0.1134,0.034,0.034,2.2462,0.4778,High (>2x),0.78,0.34551264240067,2.4769,21.2978,2.2435,19.789,2.4,0.0374345566808079,-0.113,-0.228,-0.2321,0.0017,-2.1475
D,2015,Utilities,1,Positive Return,17.962916002131163,Outperformer (5-20%),11683000000.0,-0.0606,Declining,4931000000.0,3536000000.0,1899000000.0,3.21,3.2,0.4221,0.3174,0.46,0.1625,Medium (10-20%),-0.1299,4475000000.0,-1518000000.0,-5993000000.0,58648000000.0,45046000000.0,12664000000.0,862000000.0,28802000000.0,27940000000.0,40268365380.4,68208365380.4,21.0717,3.4467,4.5760000000000005,12.6852,0.0505,0.15,0.0409,0.0409,2.2743,0.4911,High (>2x),0.516,0.27478753541076,4.1018,19.6243,3.1898,21.272,2.59,0.044216463017249,0.2288,0.4496,0.4267,0.3013,0.2813
D,2016,Utilities,1,Positive Return,10.403246351286189,Outperformer (5-20%),11737000000.0,0.0046,Flat (0-5%),4971000000.0,3448000000.0,2123000000.0,3.44,3.44,0.4235,0.3227,0.48,0.1809,Medium (10-20%),-0.1682,4151000000.0,-1974000000.0,-6125000000.0,71610000000.0,54770000000.0,14605000000.0,261000000.0,35095000000.0,34834000000.0,47789722498.75,82623722498.75,22.1657,4.0717,6.2981,14.6574,0.0461,0.1454,0.0327,0.0327,2.4029,0.4901,High (>2x),0.523,0.24239063462723,3.7505,18.7268,3.3873,23.303,2.8,0.0403077572628799,0.0081,0.118,0.0717,-0.0724,-0.3004
D,2017,Utilities,0,Negative/Flat Return,-6.693387861837914,Underperformer (-5% to -20%),12586000000.0,0.0723,Moderate (5-15%),5710000000.0,3937000000.0,2999000000.0,4.72,4.72,0.4537,0.3316,0.507,0.2383,High (≥20%),-0.1118,4502000000.0,-1407000000.0,-5909000000.0,76585000000.0,57215000000.0,17142000000.0,120000000.0,37324000000.0,37204000000.0,51662569855.32,88866569855.32,17.0085,4.1048,5.1395,13.9377,0.0619,0.175,0.0347,0.0347,2.1773,0.4874,High (>2x),0.45,0.1977999169779999,3.4639,19.5578,4.6602,26.637,3.035,0.040144142851139,0.1487,0.4126,0.3721,0.0846,0.2872
D,2018,Utilities,1,Positive Return,21.977557820154228,Strong Outperformer (>20%),13366000000.0,0.062,Moderate (5-15%),5624000000.0,3601000000.0,2447000000.0,3.74,3.74,0.4208,0.3382,0.509,0.1831,Medium (10-20%),0.0275,4773000000.0,368000000.0,-4405000000.0,77914000000.0,55866000000.0,20107000000.0,491000000.0,35175000000.0,34684000000.0,46812258191.88,81496258191.88,19.107,3.5023,3.5935,11.9847,0.047,0.1217,0.0313,0.0313,1.7494,0.4515,Elevated (1-2x),0.675,0.3362102785405999,3.0275,20.4035,3.7354,30.694000000000003,3.34,0.047824575440238,-0.0151,-0.1841,-0.2076,0.0602,1.2615
DE,2014,Industrials,0,Negative/Flat Return,-11.13019987502372,Underperformer (-5% to -20%),36066900000.0,-0.0457,Declining,6783600000.0,2615100000.0,3161700000.0,8.71,8.63,0.3131,0.1512,0.187,0.0877,Low (0-10%),0.0543,3525900000.0,-153800000.0,-1567800000.0,61336400000.0,52270900000.0,9062600000.0,,32420400000.0,,30659289227.84,81174210011.16,9.8209,0.8501,3.7855,12.6574,,0.3489,,,4.0781,0.6026,High (>2x),,,-11.6227,99.3579,8.7099,24.966,2.22,0.0281533634054949,-0.222,-0.1062,-0.0512,0.0,0.0784
DE,2015,Industrials,1,Positive Return,39.286126076478325,Strong Outperformer (>20%),,,Unknown,8605800000.0,3836600000.0,,,,,,,,Unknown,,3758800000.0,1958100000.0,-2826100000.0,57947600000.0,51190000000.0,6743400000.0,2947700000.0,36958400000.0,,,,,,,,,,,,,,Unknown,2.0938405458454,0.34319488786458,4.7301,,,,,,0.255,,,0.1498,
DE,2016,Industrials,1,Positive Return,53.32664541890141,Strong Outperformer (>20%),26644000000.0,-0.0769,Declining,8447900000.0,2987700000.0,1523900000.0,4.83,4.81,0.3171,0.1121,0.171,0.0572,Low (0-10%),0.0777,3769700000.0,2070800000.0,-1698900000.0,57918500000.0,51373700000.0,6520000000.0,4336000000.0,35611500000.0,,27763543747.7,81174210011.16,18.2816,1.042,4.9699,12.6574,,0.2337,,,5.4619,0.6149,High (>2x),0.8794759369454,1.6765111180708,3.9121,84.5305,4.8347,20.685,2.4,0.02870982896445,0.3728,-0.2145,-0.1687,0.0,0.0448
DE,2017,Industrials,0,Negative/Flat Return,-3.8176446332957066,Neutral (-5% to 5%),29737700000.0,0.1161,Moderate (5-15%),9871500000.0,4053300000.0,2159100000.0,6.76,6.68,0.332,0.1355,0.193,0.0726,Low (0-10%),0.0353,2199800000.0,1048300000.0,-1151500000.0,65786300000.0,56211800000.0,9557300000.0,9355100000.0,40045300000.0,,42507573519.6,81174210011.16,19.571,1.4294,5.0891,12.6574,,0.2259,,,4.19,0.6087,High (>2x),1.0006209802617,1.7573741406077,4.4799,93.0757,6.7577,29.913,2.4,0.018573675730926,0.1685,0.4168,0.3996,-0.4165,-0.4938
DE,2018,Industrials,1,Positive Return,19.150145590719298,Outperformer (5-20%),37357700000.0,0.2562,High Growth (>15%),11786500000.0,5274300000.0,2368400000.0,7.34,7.24,0.3155,0.1418,0.193,0.0634,Low (0-10%),0.0094,1820300000.0,352900000.0,-1467400000.0,70108000000.0,58803000000.0,11288000000.0,3912200000.0,42256000000.0,24663800000.0,41997695162.88,80341495162.88,17.7875,1.1242,6.3575,11.1184,,0.2098,,,3.7434,0.6027,High (>2x),0.8377628563387098,1.5169554903301,4.4025,115.8019,7.3416,34.991,2.58,0.019324076513942,0.1939999999999999,0.0969,0.0858,-0.1725,-0.6634
DIS,2014,Consumer Cyclical,1,Positive Return,13.459881797833884,Outperformer (5-20%),48813000000.0,0.0837,Moderate (5-15%),22393000000.0,11400000000.0,7501000000.0,4.31,4.26,0.4588,0.2401,0.287,0.1537,Medium (10-20%),0.1325,9780000000.0,6469000000.0,-3311000000.0,84141000000.0,35963000000.0,44958000000.0,3421000000.0,14795000000.0,11374000000.0,152480652021.18,163854652021.18,20.6102,3.1238,15.8076,11.6972,0.2976,0.1668,0.1073,0.1073,0.3291,0.1758,Conservative (<0.5x),1.141,0.8458471260908801,-509.5652,28.0534,4.3109,25.838,0.86,0.010473199284439,0.1193,0.2225,0.2602,0.0347,-0.0281
