Ticker,Year,Sector,Class,Class_Label,Annual_Price_Change_Pct,Performance_Label,Revenue,Revenue Growth,Revenue_Growth_Label,Gross Profit,Operating Income,Net Income,EPS,EPS Diluted,Gross Margin,EBIT Margin,EBITDA Margin,Net Profit Margin,Profit_Margin_Tier,Free Cash Flow margin,Operating Cash Flow,Free Cash Flow,Capital Expenditure,Total assets,Total liabilities,Total shareholders equity,Cash and short-term investments,Total debt,Net Debt,Market Cap,Enterprise Value,PE ratio,Price to Sales Ratio,priceToBookRatio,Enterprise Value over EBITDA,returnOnAssets,returnOnEquity,returnOnCapitalEmployed,ROIC,Debt to Equity,Debt to Assets,Leverage_Bucket,currentRatio,quickRatio,interestCoverage,Revenue per Share,Net Income per Share,Book Value per Share,Dividend per Share,dividendYield,Gross Profit Growth,Net Income Growth,EPS Growth,Operating Cash Flow growth,Free Cash Flow growth
AAPL,2014,Technology,0,Negative/Flat Return,-2.0822684663317723,Neutral (-5% to 5%),182795000000.0,0.0695,Moderate (5-15%),70537000000.0,52503000000.0,39510000000.0,6.49,6.45,0.3859,0.2926,0.336,0.2161,High (≥20%),0.273,59713000000.0,49900000000.0,-9813000000.0,231839000000.0,120292000000.0,111547000000.0,25077000000.0,35295000000.0,10218000000.0,599445365370.0,609663365370.0,15.4253,3.2793,5.7792,9.9247,1.5369,0.3542,0.2193,0.2193,0.3164,0.1522,Conservative (<0.5x),1.08,0.8242340184087801,0.0,30.0374,6.4924,18.33,1.811,0.019827227212434,0.0969,0.0668,0.1346,0.1127,0.1191
AAPL,2015,Technology,1,Positive Return,12.384342354071732,Outperformer (5-20%),233715000000.0,0.2786,High Growth (>15%),93626000000.0,71230000000.0,53394000000.0,9.28,9.22,0.4006,0.3103,0.358,0.2285,High (≥20%),0.2986,81266000000.0,69778000000.0,-11488000000.0,290345000000.0,170990000000.0,119355000000.0,41601000000.0,64328000000.0,22727000000.0,641214061680.0,663941061680.0,12.1164,2.7436,5.7541,7.9256,1.7092,0.4474,0.2485,0.2485,0.539,0.2216,Moderate (0.5-1x),1.109,0.89249472770128,0.0,40.6219,9.2804,20.745,1.98,0.019076061495778,0.3273,0.3514,0.4299,0.3609,0.3984
AAPL,2016,Technology,1,Positive Return,48.0425080310413,Strong Outperformer (>20%),215639000000.0,-0.0773,Declining,84263000000.0,60024000000.0,45687000000.0,8.35,8.31,0.3908,0.2846,0.3329999999999999,0.2119,High (≥20%),0.2481,66231000000.0,53497000000.0,-12734000000.0,321686000000.0,193437000000.0,128249000000.0,67155000000.0,87032000000.0,19877000000.0,608247445840.0,628124445840.0,13.5186,2.8207,5.0641,8.7389,0.8326,0.3562,0.2005,0.2005,0.6786,0.2705,Moderate (0.5-1x),1.3530000000000002,1.2208439865327,0.0,39.4162,8.351,23.442,2.18,0.02056172203627,-0.1,-0.1443,-0.1002,-0.185,-0.2333
AAPL,2017,Technology,0,Negative/Flat Return,-7.054338116735654,Underperformer (-5% to -20%),229234000000.0,0.063,Moderate (5-15%),88186000000.0,61344000000.0,48351000000.0,9.27,9.21,0.3847,0.2796,0.324,0.2109,High (≥20%),0.2259,64225000000.0,51774000000.0,-12451000000.0,375319000000.0,241272000000.0,134047000000.0,74181000000.0,115680000000.0,41499000000.0,794463718680.0,835962718680.0,16.5922,3.4657,5.9086,11.2594,0.7847,0.3607,0.1752,0.1752,0.863,0.3082,Moderate (0.5-1x),1.276,1.089670085504,0.0,43.9378,9.2675,25.693,2.4,0.016341413728755,0.0466,0.0583,0.1102,-0.0303,-0.0322
AAPL,2018,Technology,1,Positive Return,88.74246462864862,Strong Outperformer (>20%),265595000000.0,0.1586,High Growth (>15%),101839000000.0,70898000000.0,59531000000.0,12.01,11.91,0.3834,0.2745,0.316,0.2241,High (≥20%),0.2414,77434000000.0,64121000000.0,-13313000000.0,365725000000.0,258578000000.0,107147000000.0,66301000000.0,114483000000.0,48182000000.0,1097648982760.0,1145830982760.0,18.9226,4.1328,10.1842,13.6724,1.0497,0.5556,0.217,0.217,1.0685,0.313,Elevated (1-2x),1.133,0.99453976140569,0.0,53.5973,12.0134,21.622,2.72,0.012318046710734,0.1548,0.2312,0.2956,0.2057,0.2385
ABBV,2014,Healthcare,0,Negative/Flat Return,-7.139291009770816,Underperformer (-5% to -20%),19960000000.0,0.0623,Moderate (5-15%),15534000000.0,3411000000.0,1774000000.0,1.11,1.1,0.7783,0.1383,0.178,0.0889,Low (0-10%),0.1471,3549000000.0,2937000000.0,-612000000.0,27513000000.0,25771000000.0,1742000000.0,8374000000.0,14977000000.0,6603000000.0,104263286532.64,110866286532.64,58.955,5.2236,0.0,31.2652,0.2473,1.0184,0.175,0.175,8.5976,0.5444,High (>2x),1.411,1.0628456069516,7.0588,12.5141,1.1122,1.092,1.66,0.030214602535732,0.0933,-0.5703,-0.5698,-0.4337,-0.4915
ABBV,2015,Healthcare,1,Positive Return,12.898390591943537,Outperformer (5-20%),22859000000.0,0.1452,Moderate (5-15%),18359000000.0,7537000000.0,5144000000.0,3.15,3.13,0.8031,0.3207,0.357,0.225,High (≥20%),0.3064,7535000000.0,7003000000.0,-532000000.0,53050000000.0,49105000000.0,3945000000.0,8407000000.0,31671000000.0,23264000000.0,96842407363.08,120106407363.08,18.8063,4.2365,0.0,14.7063,0.6442,1.3039,0.1302,0.1302,8.0281,0.597,High (>2x),1.4980000000000002,1.2058931521938998,10.6866,14.0671,3.1655,2.428,2.02,0.039264043540892,0.1819,1.8997,1.8378,1.1231,1.3844
ABBV,2016,Healthcare,1,Positive Return,60.61350429219141,Strong Outperformer (>20%),25638000000.0,0.1216,Moderate (5-15%),19806000000.0,9340000000.0,5953000000.0,3.65,3.63,0.7725,0.3452,0.392,0.2322,High (≥20%),0.2559,7041000000.0,6562000000.0,-479000000.0,66099000000.0,61463000000.0,4636000000.0,6423000000.0,36842000000.0,30419000000.0,101422429338.92,131841429338.92,17.0986,3.9559,0.0,13.1342,0.6607,1.2841,0.1161,0.1161,7.9469,0.5574,High (>2x),1.655,1.1431346488089,9.1699,15.8064,3.6702,2.858,2.28,0.0405584140938609,0.0788,0.1573,0.1587,-0.0656,-0.063
ABBV,2017,Healthcare,0,Negative/Flat Return,-2.667431890190079,Neutral (-5% to 5%),28216000000.0,0.1006,Moderate (5-15%),21174000000.0,9545000000.0,5309000000.0,3.31,3.3,0.7504,0.3094,0.363,0.1882,Medium (10-20%),0.3342,9960000000.0,9431000000.0,-529000000.0,70786000000.0,65689000000.0,5097000000.0,9789000000.0,37368000000.0,27579000000.0,157104650713.4,184683650713.4,29.7311,5.5679,0.0,18.0496,0.7189,1.0416,0.1175,0.1175,7.3314,0.5279,High (>2x),1.275,0.8939967550026999,8.6962,17.6792,3.3264,3.194,2.56,0.027866364364312,0.0691,-0.1082,-0.0932,0.4146,0.4372
ABBV,2018,Healthcare,1,Positive Return,4.834143746663969,Neutral (-5% to 5%),32753000000.0,0.1608,High Growth (>15%),25035000000.0,6383000000.0,5687000000.0,3.67,3.66,0.7644,0.1936,0.247,0.1736,Medium (10-20%),0.3905,13427000000.0,12789000000.0,-638000000.0,59352000000.0,67798000000.0,-8446000000.0,8061000000.0,40310000000.0,32249000000.0,138673703186.13,170922703186.13,25.1199,4.2339,0.0,21.0859,2.1966,-0.6733,0.1014,0.1014,-4.7727,0.6792,Conservative (<0.5x),0.983,0.77991762863275,5.5428,21.2544,3.6905,-5.481,3.59,0.040286748280692,0.1823,0.0712,0.1088,0.3481,0.3561
ABT,2014,Healthcare,1,Positive Return,2.1440156318566066,Neutral (-5% to 5%),20247000000.0,0.03,Flat (0-5%),11029000000.0,2599000000.0,2284000000.0,1.5,1.49,0.5447,0.1596,0.236,0.1128,Medium (10-20%),0.1283,3675000000.0,2598000000.0,-1077000000.0,41207000000.0,19568000000.0,21639000000.0,4460000000.0,7830000000.0,3370000000.0,67790692181.72,71160692181.72,30.0133,3.3482,12.654000000000002,14.8903,0.2531,0.1056,0.0529,0.0529,0.3618,0.19,Conservative (<0.5x),1.295,0.7687016337059301,21.54,13.3555,1.5066,14.274,0.88,0.021638334744716,0.054,-0.1134,-0.0854,0.1056,0.1923
ABT,2015,Healthcare,0,Negative/Flat Return,-8.276719006696434,Underperformer (-5% to -20%),20405000000.0,0.0078,Flat (0-5%),11658000000.0,2867000000.0,4423000000.0,2.94,2.92,0.5713,0.253,0.325,0.2168,High (≥20%),0.091,2966000000.0,1856000000.0,-1110000000.0,41247000000.0,19921000000.0,21326000000.0,6125000000.0,9001000000.0,2876000000.0,66993140304.81,69869140304.81,15.2755,3.2832,10.9032,10.5304,0.4134,0.2074,0.0616,0.0616,0.4221,0.2182,Conservative (<0.5x),1.541,1.0388634879164,31.6748,13.6397,2.9566,14.255,0.96,0.023144714846142,0.057,0.9365,0.96,-0.1929,-0.2856
ABT,2016,Healthcare,1,Positive Return,49.536582752812656,Strong Outperformer (>20%),20853000000.0,0.022,Flat (0-5%),11759000000.0,3026000000.0,1400000000.0,0.94,0.94,0.5639,0.1046,0.1689999999999999,0.0671,Low (0-10%),0.0998,3203000000.0,2082000000.0,-1121000000.0,52666000000.0,31949000000.0,20717000000.0,18775000000.0,22006000000.0,3231000000.0,57493686873.15,60724686873.15,41.5426,2.7571,6.7985,17.183,0.0542,0.0676,0.0662,0.0662,1.0622,0.4178,Elevated (1-2x),4.02,3.3067567567568,5.0603,14.1185,0.9479,14.026,1.04,0.02804579425898,0.0087,-0.6835,-0.6803,0.0799,0.1218
ABT,2017,Healthcare,1,Positive Return,25.285908938302487,Strong Outperformer (>20%),27390000000.0,0.3135,High Growth (>15%),14981000000.0,1564000000.0,477000000.0,0.27,0.27,0.547,0.119,0.2289999999999999,0.0174,Low (0-10%),0.1619,5570000000.0,4435000000.0,-1135000000.0,76250000000.0,45152000000.0,31098000000.0,9610000000.0,27924000000.0,18314000000.0,102329914388.73,120643914388.73,217.7407,3.736,0.0,19.2108,0.0253,0.0153,0.0167,0.0167,0.8979,0.3662,Moderate (0.5-1x),2.261,1.667302513465,3.6051,15.7414,0.2741,17.872,1.06,0.018567526478709,0.2739999999999999,-0.6593,-0.7128,0.7390000000000001,1.1302
ABT,2018,Healthcare,1,Positive Return,27.05125022624156,Strong Outperformer (>20%),30578000000.0,0.1164,Moderate (5-15%),17872000000.0,3650000000.0,2368000000.0,1.34,1.33,0.5845,0.1221,0.2289999999999999,0.0774,Low (0-10%),0.1604,6300000000.0,4906000000.0,-1394000000.0,67173000000.0,36451000000.0,30722000000.0,4086000000.0,19566000000.0,15480000000.0,127035568204.56,142515568204.56,53.9776,4.1545,0.0,20.3274,0.1796,0.0771,0.042,0.042,0.6369,0.2913,Moderate (0.5-1x),1.624,1.0284065690191,4.5194,17.3936,1.347,17.476,1.12,0.0156600364309569,0.193,3.9644,3.963,0.1311,0.1062
ADBE,2014,Technology,1,Positive Return,29.859009119415536,Strong Outperformer (>20%),4147065000.0,0.0226,Flat (0-5%),3524985000.0,412685000.0,268395000.0,0.54,0.53,0.85,0.1015,0.177,0.0647,Low (0-10%),0.2747,1287482000.0,1139150000.0,-148332000.0,10785829000.0,4009924000.0,6775905000.0,3739491000.0,1514315000.0,-2225176000.0,36747080236.32,34521904236.32,136.4444,8.861,23.1661,46.9879,0.0928,0.0396,0.05,0.05,0.2235,0.1404,Conservative (<0.5x),1.845,1.7363815854091,7.05,8.3297,0.5391,13.61,0.0,-0.0,0.0162,-0.0745,-0.069,0.1179,0.1535
ADBE,2015,Technology,1,Positive Return,11.93867085115074,Outperformer (5-20%),4795511000.0,0.1564,High Growth (>15%),4051194000.0,903095000.0,629551000.0,1.26,1.24,0.8448,0.1956,0.266,0.1313,Medium (10-20%),0.2799,1469502000.0,1342345000.0,-127157000.0,11726472000.0,4724892000.0,7001580000.0,3988084000.0,1907231000.0,-2080853000.0,45974335997.33,43893482997.33,73.1508,9.587,40.8431,34.3606,0.1854,0.0899,0.1022,0.1022,0.2724,0.1626,Conservative (<0.5x),2.178,2.1052505561188,14.6137,9.6148,1.2622,14.038,0.0,-0.0,0.1493,1.3456,1.3333,0.1414,0.1784
ADBE,2016,Technology,1,Positive Return,69.34673348309497,Strong Outperformer (>20%),5854430000.0,0.2208,High Growth (>15%),5034522000.0,1493602000.0,1168782000.0,2.35,2.32,0.86,0.2572,0.314,0.1996,Medium (10-20%),0.3409,2199728000.0,1995923000.0,-203805000.0,12697246000.0,5272411000.0,7424835000.0,4761300000.0,1892200000.0,-2869100000.0,49588450704.6,46719350704.6,42.4383,8.4702,30.8219,25.4308,0.304,0.1574,0.1822,0.1822,0.2548,0.149,Conservative (<0.5x),2.077,1.9897081235651,21.3733,11.7477,2.3453,14.899,0.0,-0.0,0.2427,0.8565,0.8651,0.4969,0.4869
ADBE,2017,Technology,1,Positive Return,27.31570589675355,Strong Outperformer (>20%),7301505000.0,0.2472,High Growth (>15%),6291014000.0,2168095000.0,1693954000.0,3.43,3.38,0.8616,0.303,0.348,0.2319999999999999,High (≥20%),0.3745,2912853000.0,2734731000.0,-178122000.0,14535556000.0,6075687000.0,8459869000.0,5819774000.0,1881421000.0,-3938353000.0,88493129873.28,84554776873.28,52.3382,12.1198,39.2179,33.315,0.3637,0.2002,0.2612,0.2612,0.2224,0.1294,Conservative (<0.5x),2.055,1.9951319038049,29.731,14.7914,3.4316,17.137999999999998,0.0,-0.0,0.2496,0.4493,0.4596,0.3242,0.3702
ADBE,2018,Technology,1,Positive Return,46.86288765286307,Strong Outperformer (>20%),9030008000.0,0.2367,High Growth (>15%),7835009000.0,2840369000.0,2590774000.0,5.28,5.2,0.8677,0.3193,0.358,0.2869,High (≥20%),0.4167,4029304000.0,3762725000.0,-266579000.0,18768682000.0,9406568000.0,9362114000.0,3228962000.0,4124800000.0,895838000.0,122467820589.03,123363658589.03,47.517,13.5623,0.0,38.1977,1.5885,0.2767,0.158,0.158,0.4406,0.2198,Conservative (<0.5x),1.129,1.0565930874845,32.3067,18.4074,5.2812,19.084,0.0,-0.0,0.2454,0.5294,0.5394,0.3833,0.3759
AEP,2014,Utilities,0,Negative/Flat Return,-1.0772038468209706,Neutral (-5% to 5%),16378600000.0,0.1057,Moderate (5-15%),5025000000.0,3127400000.0,1633800000.0,3.34,3.34,0.3068,0.2079,0.324,0.0998,Low (0-10%),0.0295,4613500000.0,483500000.0,-4130000000.0,59544600000.0,42720100000.0,16820200000.0,548100000.0,19858400000.0,19310300000.0,29706682006.32,49016982006.32,18.1796,1.8137,1.7718,9.245,0.0407,0.0971,0.0356,0.0356,1.1806,0.3335,Elevated (1-2x),0.562,0.29916149925941,3.9221,33.522,3.3439,34.426,2.03,0.039473702491576,0.0554,0.1035,0.0987,0.1237,-0.0119
AEP,2015,Utilities,1,Positive Return,11.80971788679073,Outperformer (5-20%),16453200000.0,0.0046,Flat (0-5%),5343200000.0,3333500000.0,2047100000.0,4.17,4.17,0.3248,0.2334,0.356,0.1244,Medium (10-20%),0.0189,4818500000.0,310500000.0,-4508000000.0,61683100000.0,43778200000.0,17891700000.0,563200000.0,20372700000.0,19809500000.0,28599930014.54,48409430014.54,13.9736,1.7383,1.6035,8.2747,0.0475,0.1144,0.0368,0.0368,1.1387,0.3303,Elevated (1-2x),0.573,0.31000914398256,4.3948,33.5546,4.1749,36.488,2.15,0.041911721944235,0.0633,0.253,0.2485,0.0444,-0.3578
AEP,2016,Utilities,1,Positive Return,21.33624307537351,Strong Outperformer (>20%),16380100000.0,-0.0044,Declining,5394000000.0,1163900000.0,610900000.0,1.24,1.24,0.3293,0.0863,0.206,0.0373,Low (0-10%),-0.016,4519300000.0,-261800000.0,-4781100000.0,63467700000.0,46047600000.0,17397000000.0,542200000.0,21969400000.0,21427200000.0,30859815811.08,52287015811.08,50.6129,1.884,1.7792,15.4846,0.0145,0.0351,0.0125,0.0125,1.2628,0.3462,Elevated (1-2x),0.635,0.25888608128027,1.6124,33.3271,1.2429,35.396,2.27,0.039671436953649,0.0095,-0.7016,-0.7026,-0.0621,-1.8432
AEP,2017,Utilities,1,Positive Return,7.072547774221606,Outperformer (5-20%),15424900000.0,-0.0583,Declining,5382900000.0,3525000000.0,1912600000.0,3.89,3.88,0.349,0.2449,0.374,0.124,Medium (10-20%),0.0479,4270400000.0,738700000.0,-3531700000.0,64729100000.0,46403600000.0,18287000000.0,574300000.0,22811900000.0,22237600000.0,35617312257.67,57854912257.67,18.6144,2.3091,1.9534,10.019,0.0414,0.1046,0.0372,0.0372,1.2474,0.3524,Elevated (1-2x),0.514,0.2980547193307,4.2204,31.3632,3.8889,37.183,2.39,0.035297353876199,-0.0021,2.1308,2.1371,-0.0551,3.8216
AEP,2018,Utilities,1,Positive Return,33.74042948336133,Strong Outperformer (>20%),16195700000.0,0.05,Flat (0-5%),5039900000.0,2682700000.0,1923800000.0,3.9,3.9,0.3112,0.1867,0.3279999999999999,0.1188,Medium (10-20%),-0.0672,5223200000.0,-1087700000.0,-6310900000.0,68802800000.0,49634600000.0,19028400000.0,603200000.0,25256700000.0,24653500000.0,36854953729.98,61508453729.98,19.1641,2.2756,1.9424,11.5833,0.038,0.1011,0.0266,0.0266,1.3273,0.3671,Elevated (1-2x),0.476,0.29249144389973,3.0714,32.8663,3.904,38.615,2.53,0.034657211996454,-0.0637,0.0059,0.0026,0.2231,-2.4725
AMGN,2014,Healthcare,1,Positive Return,3.565378509741989,Neutral (-5% to 5%),20063000000.0,0.0743,Moderate (5-15%),15641000000.0,6191000000.0,5158000000.0,6.8,6.7,0.7796,0.3318,0.436,0.2571,High (≥20%),0.4106,8952000000.0,8237000000.0,-715000000.0,69009000000.0,43231000000.0,25778000000.0,27026000000.0,30715000000.0,3689000000.0,121167124300.0,124856124300.0,23.425,6.0393,0.0,14.2725,0.1566,0.2001,0.1091,0.1091,1.1915,0.4451,Elevated (1-2x),4.953,4.2197488584475,6.2148,26.4335,6.7958,33.963,2.44,0.017240531014167,0.0203,0.0152,0.0074,0.423,0.4662
AMGN,2015,Healthcare,0,Negative/Flat Return,-5.226534684687649,Underperformer (-5% to -20%),21662000000.0,0.0797,Moderate (5-15%),17435000000.0,8470000000.0,6939000000.0,9.15,9.06,0.8049,0.4188,0.516,0.3203,High (≥20%),0.4344,9731000000.0,9411000000.0,-320000000.0,71449000000.0,43366000000.0,28083000000.0,31382000000.0,31429000000.0,47000000.0,122450042487.78,122497042487.78,17.741,5.6528,73.7596,10.9558,0.1996,0.2471,0.1573,0.1573,1.1191,0.4399,Elevated (1-2x),4.445,3.9677977839335,8.2858,28.5778,9.1544,37.049,3.16,0.02149595350159,0.1147,0.3453,0.3456,0.087,0.1425
AMGN,2016,Healthcare,1,Positive Return,18.601762739583467,Outperformer (5-20%),22991000000.0,0.0614,Moderate (5-15%),18829000000.0,9794000000.0,7722000000.0,10.32,10.24,0.8190000000000001,0.4534,0.545,0.3359,High (≥20%),0.4183,10354000000.0,9616000000.0,-738000000.0,77626000000.0,47751000000.0,29875000000.0,38085000000.0,34596000000.0,-3489000000.0,112131434355.29,108642434355.29,14.6056,4.8772,22.8973,8.672,0.1942,0.2585,0.187,0.187,1.158,0.4457,Elevated (1-2x),4.107,3.681720813995,8.2722,30.7366,10.3235,39.94,4.0,0.0286001036846289,0.08,0.1128,0.1279,0.064,0.0218
AMGN,2017,Healthcare,1,Positive Return,13.214873214297144,Outperformer (5-20%),22849000000.0,-0.0062,Declining,18780000000.0,9973000000.0,1979000000.0,2.71,2.69,0.8219,0.4771,0.563,0.0866,Low (0-10%),0.4601,11177000000.0,10513000000.0,-664000000.0,79954000000.0,54713000000.0,25241000000.0,41678000000.0,35342000000.0,-6336000000.0,128486171775.0,122150171775.0,65.3137,5.6233,68.5863,9.5014,0.0435,0.0784,0.205,0.205,1.4002,0.442,Elevated (1-2x),5.485,4.9794900221729,8.3597,31.2572,2.7073,34.529,4.6,0.02721073261549,-0.0026,-0.7437,-0.7374,0.0795,0.0933
AMGN,2018,Healthcare,1,Positive Return,29.44296743197752,Strong Outperformer (>20%),23747000000.0,0.0393,Flat (0-5%),19646000000.0,10263000000.0,8394000000.0,12.7,12.62,0.8273,0.4606,0.5429999999999999,0.3535,High (≥20%),0.4446,11296000000.0,10558000000.0,-738000000.0,66416000000.0,53916000000.0,12500000000.0,29304000000.0,33929000000.0,4625000000.0,124047470229.48,128672470229.48,15.3283,5.2237,0.0,9.9878,0.2886,0.6715,0.2287,0.2287,2.7143,0.5109,High (>2x),2.789,2.4380189798339,7.857,35.9259,12.6989,18.911,5.28,0.027701521294484,0.0461,3.2415,3.6863,0.0106,0.0043
AMT,2014,Communication Services,0,Negative/Flat Return,-0.8217446056874892,Neutral (-5% to 5%),4100048000.0,0.2197,High Growth (>15%),3005783000.0,1486922000.0,824910000.0,2.02,2.0,0.7331,0.358,0.603,0.2012,High (≥20%),0.283,2134589000.0,1160185000.0,-974404000.0,21263565000.0,17210213000.0,3953560000.0,480000000.0,14540341000.0,14060341000.0,39190357269.6,53250698269.6,48.9356,9.5585,0.0,21.5463,0.1246,0.2086,0.0473,0.0473,3.6778,0.6838,High (>2x),0.496,0.3519364240936699,2.5294,10.3548,2.0833,9.985,1.4,0.011264881220226,0.2016,0.4529,0.4429,0.3349,0.3267
AMT,2015,Communication Services,1,Positive Return,11.511971788092222,Outperformer (5-20%),4771500000.0,0.1638,High Growth (>15%),3462700000.0,1612800000.0,685100000.0,1.42,1.41,0.7257,0.3016,0.5710000000000001,0.1436,Medium (10-20%),0.3014,2166900000.0,1438100000.0,-728800000.0,26904272000.0,20191454000.0,6651679000.0,462879000.0,17119009000.0,16656130000.0,41065128175.4,57721258175.4,68.2746,8.6063,0.0,21.1876,0.0709,0.103,0.04,0.04,2.5736,0.6363,High (>2x),0.83,0.57518026647689,2.4148,11.3904,1.6354,15.879,1.81,0.018706937518455,0.152,-0.2573,-0.297,0.0151,0.2395
AMT,2016,Communication Services,1,Positive Return,37.105091735034144,Strong Outperformer (>20%),5785700000.0,0.2126,High Growth (>15%),3995300000.0,1853000000.0,956400000.0,2.0,1.98,0.6905,0.318,0.5820000000000001,0.1653,Medium (10-20%),0.349,2701700000.0,2019200000.0,-682500000.0,30879200000.0,22811700000.0,6763900000.0,940500000.0,18533500000.0,17593000000.0,45186764534.45,62779764534.45,53.075,7.8101,0.0,18.6539,0.0904,0.1414,0.0425,0.0425,2.7401,0.6002,High (>2x),1.036,0.7655857291730501,2.5273,13.6088,2.2496,15.91,2.17,0.020565180280306,0.1538,0.4276,0.4085,0.2468,0.4041
AMT,2017,Communication Services,1,Positive Return,14.559859386600134,Outperformer (5-20%),6663900000.0,0.1518,High Growth (>15%),4607300000.0,1998400000.0,1238900000.0,2.69,2.67,0.6914,0.3046,0.562,0.1859,Medium (10-20%),0.3184,2925600000.0,2122000000.0,-803600000.0,33214300000.0,25260000000.0,6241500000.0,955900000.0,20205100000.0,19249200000.0,60524500344.88,79773700344.88,52.4647,9.0824,0.0,21.2963,0.1166,0.1985,0.0434,0.0434,3.2372,0.6083,High (>2x),0.8109999999999999,0.58496875124398,2.6696,15.5633,2.8934,14.577,2.62,0.018231279909178,0.1532,0.3558,0.345,0.0829,0.0509
AMT,2018,Communication Services,1,Positive Return,49.23400757471271,Strong Outperformer (>20%),7440100000.0,0.1165,Moderate (5-15%),5262300000.0,1905000000.0,1236400000.0,2.79,2.77,0.7073,0.2623,0.546,0.1662,Medium (10-20%),0.3811,3748300000.0,2835100000.0,-913200000.0,33010400000.0,26106000000.0,5336100000.0,1304900000.0,21159900000.0,19855000000.0,69680774731.59,89535774731.59,56.6989,9.3656,0.0,22.0396,0.1383,0.2317,0.0422,0.0422,3.9654,0.6409999999999999,High (>2x),0.509,0.3761061003432899,2.3646,16.9245,2.8125,12.138,3.15,0.019119331857555,0.1422,0.0656,0.0372,0.2812,0.3361
AMZN,2014,Technology,1,Positive Return,119.07495096484196,Strong Outperformer (>20%),88988000000.0,0.1952,High Growth (>15%),26236000000.0,178000000.0,-241000000.0,-0.52,-0.52,0.2948,0.0015,0.055,-0.0027,Negative,0.0219,6842000000.0,1949000000.0,-4893000000.0,54505000000.0,43764000000.0,10741000000.0,17416000000.0,8265000000.0,-9151000000.0,143694052378.2,134543052378.2,0.0,1.6148,19.4439,27.559,-0.0119,-0.0224,0.0124,0.0124,0.7695,0.1516,Moderate (0.5-1x),1.115,0.81982270639752,0.6476,192.6147,-0.5216,23.249,0.0,-0.0,0.2943,-1.8796,-1.8667,0.2497,-0.0404
AMZN,2015,Technology,1,Positive Return,17.720844379560702,Outperformer (5-20%),107006000000.0,0.2025,High Growth (>15%),35355000000.0,2233000000.0,596000000.0,1.28,1.25,0.3304,0.0187,0.077,0.0056,Low (0-10%),0.0696,12039000000.0,7450000000.0,-4589000000.0,64747000000.0,51363000000.0,13384000000.0,19808000000.0,8227000000.0,-11581000000.0,316831551559.45,305250551559.45,528.0391,2.9609,32.7938,36.8393,0.0252,0.0445,0.1263,0.1263,0.6147,0.1271,Moderate (0.5-1x),1.054,0.75137958509163,4.3682,229.1349,1.2762,28.66,0.0,-0.0,0.3476,3.4730000000000003,3.4615,0.7596,2.8225
AMZN,2016,Technology,1,Positive Return,55.17003426187078,Strong Outperformer (>20%),135987000000.0,0.2708,High Growth (>15%),47722000000.0,4186000000.0,2371000000.0,5.01,4.9,0.3509,0.0315,0.091,0.0174,Low (0-10%),0.077,17203000000.0,10466000000.0,-6737000000.0,83402000000.0,64117000000.0,19285000000.0,25981000000.0,7694000000.0,-18287000000.0,358118756404.09,339831756404.09,150.4331,2.6335,23.1921,27.4146,0.0763,0.1229,0.1923,0.1923,0.3989999999999999,0.0923,Conservative (<0.5x),1.045,0.7832755157933199,8.843,286.8924,5.0021,40.686,0.0,-0.0,0.3498,2.9782,2.9141,0.4289,0.4048
AMZN,2017,Technology,1,Positive Return,26.321053512340907,Strong Outperformer (>20%),177866000000.0,0.308,High Growth (>15%),65932000000.0,4106000000.0,3033000000.0,6.32,6.15,0.3707,0.0261,0.091,0.0171,Low (0-10%),0.0467,18365000000.0,8307000000.0,-10058000000.0,131310000000.0,103601000000.0,27709000000.0,30986000000.0,24743000000.0,-6243000000.0,572950834796.75,566707834796.75,188.1345,3.2212,39.9953,35.1381,0.0593,0.1095,0.0605,0.0605,0.893,0.1884,Moderate (0.5-1x),1.04,0.7627455384137,5.4835,370.5542,6.3188,57.727,0.0,-0.0,0.3816,0.2792,0.2615,0.0675,-0.2063
AMZN,2018,Technology,1,Positive Return,20.057432442882227,Strong Outperformer (>20%),232887000000.0,0.3093,High Growth (>15%),93731000000.0,12421000000.0,10073000000.0,20.68,20.14,0.4025,0.0545,0.12,0.0433,Low (0-10%),0.0833,30723000000.0,19400000000.0,-11323000000.0,162648000000.0,119099000000.0,43549000000.0,41250000000.0,33145000000.0,-8105000000.0,734416210197.16,726311210197.16,72.6291,3.1535,25.3772,25.9138,0.147,0.2313,0.1465,0.1465,0.7611,0.2038,Moderate (0.5-1x),1.098,0.8469974119401701,8.9534,478.2074,20.6838,89.42299999999999,0.0,-0.0,0.4216,2.3211,2.2722,0.6729,1.3354
APD,2014,Basic Materials,0,Negative/Flat Return,-8.21974930187479,Underperformer (-5% to -20%),10439000000.0,0.0254,Flat (0-5%),2809100000.0,1339100000.0,991700000.0,4.66,4.61,0.2691,0.1424,0.2339999999999999,0.095,Low (0-10%),0.0793,2190100000.0,827400000.0,-1362700000.0,17779100000.0,9970500000.0,7365800000.0,336600000.0,6118500000.0,5781900000.0,25652524950.1365,31434424950.1365,25.8424,2.4574,4.6661,12.8666,0.1005,0.1346,0.0546,0.0546,0.8307,0.3441,Moderate (0.5-1x),1.112,0.84407694903814,11.8801,49.0785,4.6624,34.63,3.02,0.0253688046353479,0.0372,-0.0025,-0.0169,0.4101,27.6298
